pathogen,type,target,human.target,domestic.target,wild.target,livestock.target,companion.target,transmission,direct,indirect,vector,trophic,vector.id,fleas,ticks,mosquitoes,flies,vector.req,region,region.standard,n.america,s.america,europe,asia,africa,oceania,worldwide,environment.reservoir,domestic.reservoir,wild.reservoir,livestock.reservoir,companion.reservoir,reservoir.type,single,multiple,complex,taxon,mammal,environment.1,mollusk,arthropod,fish,amphibian,bird,annelid,helminth,reptile,orders,artiodactyla,carnivora,rodentia,perissodactyla,primates,cetacea,soricomorpha,chiroptera,cingulata,didelphimorphia,diprotodontia,erinaceomorpha,hyracoidea,lagomorpha,pilosa,cef,confidence,reservoir,species,MSW05_Order,MSW05_Family,MSW05_Genus,MSW05_Species,AdultMass_g,SexMat_d,Gest_d,IBI_d,LitterSize,Litters_Yr,BirthWt_g,Wean_d,WeanWt_g,MaxLong_m 
Dermatophilus congolensis,bacteria,humans,1,0,0,0,0,DC,1,0,0,0,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,1,0,1,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,"Artiodactyla, Perissodactyla",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,high,"sheep (Ovis aries), goats (Capra hircus), cattle (Bos taurus), horses (Equus caballus)",Equus caballus,Perissodactyla,Equidae,Equus,caballus,403598.53,834.72,338.97,547.5,1,1,37899.99,341.76,176266.0538,744
Dioctophyma renale,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,1,0,1,0,0,complex,0,0,1,"environment, annelid, mammal",1,1,0,0,0,0,0,1,0,0,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"environment + oligochaete annelids + carnivores (Mustela spp., Neovison spp.)",Mustela spp.,Carnivora,Mustelidae,Mustela,spp.,530.85,254.2919315,39.04421208,188.2342635,4.802627779,1.647113397,6.134674684,54.36044759,108.4400299,106
Dioctophyma renale,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,1,0,1,0,0,complex,0,0,1,"environment, annelid, mammal",1,1,0,0,0,0,0,1,0,0,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"environment + oligochaete annelids + carnivores (Mustela spp., Neovison spp.)",Neovison vison,Carnivora,Mustelidae,Neovison,vison,925,352.5,42,365,4.5,1,8.5,49,110,136.8
Diphyllobothrium latum,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,1,1,1,0,1,complex,0,0,1,"environment, arthropod, fish, mammal",1,1,0,1,1,0,0,0,0,0,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,high,"environment + copepods + fish + dogs (Canis lupus), American black bears (Ursus americanus)",Canis lupus,Carnivora,Canidae,Canis,lupus,31756.51,679.37,63.5,365,4.98,2,412.31,44.82,5250,354
Diphyllobothrium latum,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,1,1,1,0,1,complex,0,0,1,"environment, arthropod, fish, mammal",1,1,0,1,1,0,0,0,0,0,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,high,"environment + copepods + fish + dogs (Canis lupus), American black bears (Ursus americanus)",Ursus americanus,Carnivora,Ursidae,Ursus,americanus,110500,1448.45,213.95,821.25,2.39,0.4,293.99,167.99,14050,384
Dipylidium caninum,helminth,humans,1,0,0,0,0,VB,0,0,1,0,fleas,1,0,0,0,Y,Worldwide,W,0,0,0,0,0,0,1,0,1,0,0,1,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"dogs (Canis lupus), cats (Felis catus)",Canis lupus,Carnivora,Canidae,Canis,lupus,31756.51,679.37,63.5,365,4.98,2,412.31,44.82,5250,354
Dipylidium caninum,helminth,humans,1,0,0,0,0,VB,0,0,1,0,fleas,1,0,0,0,Y,Worldwide,W,0,0,0,0,0,0,1,0,1,0,0,1,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"dogs (Canis lupus), cats (Felis catus)",Felis catus,Carnivora,Felidae,Felis,catus,2884.8,296.98,62.99,100,4,2,113,56,856.5147446,408
Dirofilaria immitis,helminth,dogs,0,1,0,0,1,VB,0,0,1,0,mosquitoes,0,0,1,0,Y,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,high,"foxes (Vulpes vulpes), coyotes (Canis latrans), feral dogs and red wolves (Canis lupus)",Vulpes vulpes,Carnivora,Canidae,Vulpes,vulpes,4820.36,321.07,52.5,365,4.59,1,100.49,50.71,1487.48,180
Dirofilaria immitis,helminth,dogs,0,1,0,0,1,VB,0,0,1,0,mosquitoes,0,0,1,0,Y,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,high,"foxes (Vulpes vulpes), coyotes (Canis latrans), feral dogs and red wolves (Canis lupus)",Canis latrans,Carnivora,Canidae,Canis,latrans,11989.1,372.9,61.74,365,5.72,1,200.01,43.71,1517,262
Dirofilaria immitis,helminth,dogs,0,1,0,0,1,VB,0,0,1,0,mosquitoes,0,0,1,0,Y,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,high,"foxes (Vulpes vulpes), coyotes (Canis latrans), feral dogs and red wolves (Canis lupus)",Canis lupus,Carnivora,Canidae,Canis,lupus,31756.51,679.37,63.5,365,4.98,2,412.31,44.82,5250,354
Dirofilaria repens,helminth,humans,1,0,0,0,0,VB,0,0,1,0,mosquitoes,0,0,1,0,Y,"Europe, Asia","EU,AS",0,0,1,1,0,0,0,0,1,0,0,1,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,medium,dogs (Canis lupus),Canis lupus,Carnivora,Canidae,Canis,lupus,31756.51,679.37,63.5,365,4.98,2,412.31,44.82,5250,354
Dobrava-Belgrade virus (DOBV-Aa),virus,humans,1,0,0,0,0,DC,1,0,0,0,none,0,0,0,0,NA,Europe,EU,0,0,1,0,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,striped field mice (Apodemus agrarius),Apodemus agrarius,Rodentia,Muridae,Apodemus,agrarius,21.11,76.04,19.89,19.5,5.64,3.5,1.8,27,10.19393906,48
Dobrava-Belgrade virus (DOBV-Af),virus,humans,1,0,0,0,0,DC,1,0,0,0,none,0,0,0,0,NA,Europe,EU,0,0,1,0,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,yellow-necked mice (Apodemus flavicollis),Apodemus flavicollis,Rodentia,Muridae,Apodemus,flavicollis,31.6,43.27,24.5,38.75,4.94,3,2.3,22,8.7,48
Dobrava-Belgrade virus (DOBV-Ap),virus,humans,1,0,0,0,0,DC,1,0,0,0,none,0,0,0,0,NA,Europe,EU,0,0,1,0,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,Caucasus field mouse (Apodemus ponticus),Apodemus ponticus,Rodentia,Muridae,Apodemus,ponticus,31.6,78.49225834,27.84694623,34.49780784,3.618513843,2.692845038,2.464927319,26.62208001,11.59686887,61.42496382
Echinococcus granulosus,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"North America, South America, Africa, Asia","NA,SA,AF,AS",1,1,0,1,1,0,0,0,1,0,1,1,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Artiodactyla, Carnivora",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,high,sheep (Ovis aries) + dogs (Canis lupus),Ovis aries,Artiodactyla,Bovidae,Ovis,aries,39097.89,831.62,152.54,365,1.19,1,2376.24,182.5,17500,230.04
Echinococcus granulosus,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"North America, South America, Africa, Asia","NA,SA,AF,AS",1,1,0,1,1,0,0,0,1,0,1,1,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Artiodactyla, Carnivora",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,high,sheep (Ovis aries) + dogs (Canis lupus),Canis lupus,Carnivora,Canidae,Canis,lupus,31756.51,679.37,63.5,365,4.98,2,412.31,44.82,5250,354
Echinococcus multilocularis,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Arctic,"NA,EU,AS",1,0,1,1,0,0,0,0,0,1,0,0,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"rodents (Microtus spp., Myodes spp., Lemmus spp.) + arctic foxes (Vulpes lagopus)",Microtus spp.,Rodentia,Cricetidae,Microtus,spp.,38.01811687,46.49947682,21.34354927,24.52586028,4.394054697,3.116836483,2.479464797,17.97377717,13.15092428,26.25773114
Echinococcus multilocularis,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Arctic,"NA,EU,AS",1,0,1,1,0,0,0,0,0,1,0,0,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"rodents (Microtus spp., Myodes spp., Lemmus spp.) + arctic foxes (Vulpes lagopus)",Myodes spp.,Rodentia,Cricetidae,Myodes,spp.,30.21783431,46.03584309,20.9710424,22.08400793,4.881614202,3.928718669,2.089189714,20.58099859,11.14968893,36.68486031
Echinococcus multilocularis,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Arctic,"NA,EU,AS",1,0,1,1,0,0,0,0,0,1,0,0,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"rodents (Microtus spp., Myodes spp., Lemmus spp.) + arctic foxes (Vulpes lagopus)",Lemmus spp.,Rodentia,Cricetidae,Lemmus,spp.,65.12446343,41.66631673,20.6711745,21.34192874,5.755951481,3.311402334,3.751098209,18.56038369,22.32702337,32.31335022
Echinococcus multilocularis,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Arctic,"NA,EU,AS",1,0,1,1,0,0,0,0,0,1,0,0,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"rodents (Microtus spp., Myodes spp., Lemmus spp.) + arctic foxes (Vulpes lagopus)",Vulpes lagopus,Carnivora,Canidae,Vulpes,lagopus,3584.37,293.89,52.99,365,7.65,1,69.17,49.5,679.633743,180
Echinococcus multilocularis,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Europe,EU,0,0,1,0,0,0,0,0,1,1,0,1,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"rodents (Arvicola amphibius, Microtus arvalis) + foxes (Vulpes vulpes), dogs (Canis lupus)",Arvicola amphibius,Rodentia,Cricetidae,Arvicola,amphibius,120,48.43,21.24,22,4.76,3.5,5.29,14,26.1702762,60
Echinococcus multilocularis,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Europe,EU,0,0,1,0,0,0,0,0,1,1,0,1,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"rodents (Arvicola amphibius, Microtus arvalis) + foxes (Vulpes vulpes), dogs (Canis lupus)",Microtus arvalis,Rodentia,Cricetidae,Microtus,arvalis,26.9,28.19,21,25.15,4.99,6,1.93,17.18,9.18,36
Echinococcus multilocularis,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Europe,EU,0,0,1,0,0,0,0,0,1,1,0,1,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"rodents (Arvicola amphibius, Microtus arvalis) + foxes (Vulpes vulpes), dogs (Canis lupus)",Vulpes vulpes,Carnivora,Canidae,Vulpes,vulpes,4820.36,321.07,52.5,365,4.59,1,100.49,50.71,1487.48,180
Echinococcus multilocularis,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Europe,EU,0,0,1,0,0,0,0,0,1,1,0,1,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"rodents (Arvicola amphibius, Microtus arvalis) + foxes (Vulpes vulpes), dogs (Canis lupus)",Canis lupus,Carnivora,Canidae,Canis,lupus,31756.51,679.37,63.5,365,4.98,2,412.31,44.82,5250,354
Echinococcus multilocularis,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Asia,AS,0,0,0,1,0,0,0,0,1,1,0,1,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"rodents (Myodes rufocanus, Myodes rutilus, Myodes rex) + foxes (Vulpes vulpes), dogs (Canis lupus)",Myodes rufocanus,Rodentia,Cricetidae,Myodes,rufocanus,36.43,110,22.61873135,32.6,5.01,3,2.25,23.65997991,10,30.38632323
Echinococcus multilocularis,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Asia,AS,0,0,0,1,0,0,0,0,1,1,0,1,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"rodents (Myodes rufocanus, Myodes rutilus, Myodes rex) + foxes (Vulpes vulpes), dogs (Canis lupus)",Myodes rutilus,Rodentia,Cricetidae,Myodes,rutilus,19.94,46.48734225,23.98,20.5,5.6,4.2,1.8,20.44007597,10.3427966,35.02015772
Echinococcus multilocularis,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Asia,AS,0,0,0,1,0,0,0,0,1,1,0,1,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"rodents (Myodes rufocanus, Myodes rutilus, Myodes rex) + foxes (Vulpes vulpes), dogs (Canis lupus)",Myodes rex,Rodentia,Cricetidae,Myodes,rex,38,45.4963031,21.46559319,22.16801586,5.18958321,3.918183716,2.212825976,20.43798885,12.67846831,36.7755176
Echinococcus multilocularis,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Asia,AS,0,0,0,1,0,0,0,0,1,1,0,1,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"rodents (Myodes rufocanus, Myodes rutilus, Myodes rex) + foxes (Vulpes vulpes), dogs (Canis lupus)",Vulpes vulpes,Carnivora,Canidae,Vulpes,vulpes,4820.36,321.07,52.5,365,4.59,1,100.49,50.71,1487.48,180
Echinococcus multilocularis,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Asia,AS,0,0,0,1,0,0,0,0,1,1,0,1,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"rodents (Myodes rufocanus, Myodes rutilus, Myodes rex) + foxes (Vulpes vulpes), dogs (Canis lupus)",Canis lupus,Carnivora,Canidae,Canis,lupus,31756.51,679.37,63.5,365,4.98,2,412.31,44.82,5250,354
Echinococcus multilocularis,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,North America,NA,1,0,0,0,0,0,0,0,0,1,0,0,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"rodents (Family Arvicolidae) + foxes (Vulpes vulpes), coyotes (Canis latrans)",Vulpes vulpes,Carnivora,Canidae,Vulpes,vulpes,4820.36,321.07,52.5,365,4.59,1,100.49,50.71,1487.48,180
Echinococcus multilocularis,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,North America,NA,1,0,0,0,0,0,0,0,0,1,0,0,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"rodents (Family Arvicolidae) + foxes (Vulpes vulpes), coyotes (Canis latrans)",Canis latrans,Carnivora,Canidae,Canis,latrans,11989.1,372.9,61.74,365,5.72,1,200.01,43.71,1517,262
Echinococcus oligarthrus,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"Central America, South America","NA,SA",1,1,0,0,0,0,0,0,0,1,0,0,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"agoutis (Dasyprocta leporina, Dasyprocta punctata, Dasyprocta fuliginosa), paca (Cuniculus paca) + cougars (Puma concolor), ocelots (Leopardus pardalis), jaguarundis (Puma yagouaroundi), jaguars (Panthera onca), pampas cats (Leopardus colocolo), Geoffroy's cats (Leopardus geoffroyi), bobcats (Lynx rufus)",Dasyprocta leporina,Rodentia,Dasyproctidae,Dasyprocta,leporina,3009.99,193,106.39,125.0034538,1.4,2.355282208,201.1630204,140,581.337357,213.6
Echinococcus oligarthrus,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"Central America, South America","NA,SA",1,1,0,0,0,0,0,0,0,1,0,0,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"agoutis (Dasyprocta leporina, Dasyprocta punctata, Dasyprocta fuliginosa), paca (Cuniculus paca) + cougars (Puma concolor), ocelots (Leopardus pardalis), jaguarundis (Puma yagouaroundi), jaguars (Panthera onca), pampas cats (Leopardus colocolo), Geoffroy's cats (Leopardus geoffroyi), bobcats (Lynx rufus)",Dasyprocta punctata,Rodentia,Dasyproctidae,Dasyprocta,punctata,2309.12,487,107.65,127,1.25,2.107443961,227,140,486.9694602,120
Echinococcus oligarthrus,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"Central America, South America","NA,SA",1,1,0,0,0,0,0,0,0,1,0,0,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"agoutis (Dasyprocta leporina, Dasyprocta punctata, Dasyprocta fuliginosa), paca (Cuniculus paca) + cougars (Puma concolor), ocelots (Leopardus pardalis), jaguarundis (Puma yagouaroundi), jaguars (Panthera onca), pampas cats (Leopardus colocolo), Geoffroy's cats (Leopardus geoffroyi), bobcats (Lynx rufus)",Dasyprocta fuliginosa,Rodentia,Dasyproctidae,Dasyprocta,fuliginosa,3500.02,371.9941534,106.807225,146.3294337,1.493533965,2.123167596,218.7333342,140,565.2150444,216
Echinococcus oligarthrus,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"Central America, South America","NA,SA",1,1,0,0,0,0,0,0,0,1,0,0,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"agoutis (Dasyprocta leporina, Dasyprocta punctata, Dasyprocta fuliginosa), paca (Cuniculus paca) + cougars (Puma concolor), ocelots (Leopardus pardalis), jaguarundis (Puma yagouaroundi), jaguars (Panthera onca), pampas cats (Leopardus colocolo), Geoffroy's cats (Leopardus geoffroyi), bobcats (Lynx rufus)",Cuniculus paca,Rodentia,Cuniculidae,Cuniculus,paca,8172.55,335.48,116.24,191,1.01,1.75,674.77,82.75,1535.315426,192
Echinococcus oligarthrus,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"Central America, South America","NA,SA",1,1,0,0,0,0,0,0,0,1,0,0,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"agoutis (Dasyprocta leporina, Dasyprocta punctata, Dasyprocta fuliginosa), paca (Cuniculus paca) + cougars (Puma concolor), ocelots (Leopardus pardalis), jaguarundis (Puma yagouaroundi), jaguars (Panthera onca), pampas cats (Leopardus colocolo), Geoffroy's cats (Leopardus geoffroyi), bobcats (Lynx rufus)",Puma concolor,Carnivora,Felidae,Puma,concolor,53954.05,1034.61,92.3,577.91,2.76,0.75,409.87,48.46,3499.99,240
Echinococcus oligarthrus,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"Central America, South America","NA,SA",1,1,0,0,0,0,0,0,0,1,0,0,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"agoutis (Dasyprocta leporina, Dasyprocta punctata, Dasyprocta fuliginosa), paca (Cuniculus paca) + cougars (Puma concolor), ocelots (Leopardus pardalis), jaguarundis (Puma yagouaroundi), jaguars (Panthera onca), pampas cats (Leopardus colocolo), Geoffroy's cats (Leopardus geoffroyi), bobcats (Lynx rufus)",Leopardus pardalis,Carnivora,Felidae,Leopardus,pardalis,11880,678.64,81.99,360.9,1.66,1,250,106.18,3400,243.6
Echinococcus oligarthrus,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"Central America, South America","NA,SA",1,1,0,0,0,0,0,0,0,1,0,0,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"agoutis (Dasyprocta leporina, Dasyprocta punctata, Dasyprocta fuliginosa), paca (Cuniculus paca) + cougars (Puma concolor), ocelots (Leopardus pardalis), jaguarundis (Puma yagouaroundi), jaguars (Panthera onca), pampas cats (Leopardus colocolo), Geoffroy's cats (Leopardus geoffroyi), bobcats (Lynx rufus)",Puma yagouaroundi,Carnivora,Felidae,Puma,yagouaroundi,6875,1052.28,75.01,182.5,2.5,2,158.9169171,91.52267293,1089.689799,127.83
Echinococcus oligarthrus,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"Central America, South America","NA,SA",1,1,0,0,0,0,0,0,0,1,0,0,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"agoutis (Dasyprocta leporina, Dasyprocta punctata, Dasyprocta fuliginosa), paca (Cuniculus paca) + cougars (Puma concolor), ocelots (Leopardus pardalis), jaguarundis (Puma yagouaroundi), jaguars (Panthera onca), pampas cats (Leopardus colocolo), Geoffroy's cats (Leopardus geoffroyi), bobcats (Lynx rufus)",Panthera onca,Carnivora,Felidae,Panthera,onca,83943.09,1184.16,102.49,365,1.96,0.5,817.3,156.6,5033.5,276
Echinococcus oligarthrus,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"Central America, South America","NA,SA",1,1,0,0,0,0,0,0,0,1,0,0,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"agoutis (Dasyprocta leporina, Dasyprocta punctata, Dasyprocta fuliginosa), paca (Cuniculus paca) + cougars (Puma concolor), ocelots (Leopardus pardalis), jaguarundis (Puma yagouaroundi), jaguars (Panthera onca), pampas cats (Leopardus colocolo), Geoffroy's cats (Leopardus geoffroyi), bobcats (Lynx rufus)",Leopardus colocolo,Carnivora,Felidae,Leopardus,colocolo,2950,597.3407823,70.90174926,192.4778006,2.5,1.635628035,99.82541168,72.87727133,992.7075633,235.2
Echinococcus oligarthrus,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"Central America, South America","NA,SA",1,1,0,0,0,0,0,0,0,1,0,0,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"agoutis (Dasyprocta leporina, Dasyprocta punctata, Dasyprocta fuliginosa), paca (Cuniculus paca) + cougars (Puma concolor), ocelots (Leopardus pardalis), jaguarundis (Puma yagouaroundi), jaguars (Panthera onca), pampas cats (Leopardus colocolo), Geoffroy's cats (Leopardus geoffroyi), bobcats (Lynx rufus)",Leopardus geoffroyi,Carnivora,Felidae,Leopardus,geoffroyi,4000,479,75,240,2,1.3,93.2,68,1012.140923,276
Echinococcus oligarthrus,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"Central America, South America","NA,SA",1,1,0,0,0,0,0,0,0,1,0,0,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"agoutis (Dasyprocta leporina, Dasyprocta punctata, Dasyprocta fuliginosa), paca (Cuniculus paca) + cougars (Puma concolor), ocelots (Leopardus pardalis), jaguarundis (Puma yagouaroundi), jaguars (Panthera onca), pampas cats (Leopardus colocolo), Geoffroy's cats (Leopardus geoffroyi), bobcats (Lynx rufus)",Lynx rufus,Carnivora,Felidae,Lynx,rufus,6374.47,668.22,59.99,365,2.76,0.9,300,59.99,1190,388
Echinococcus vogeli,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"Central America, South America","NA,SA",1,1,0,0,0,0,0,0,1,1,0,1,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"pacas (Cuniculus paca) + dogs (Canis lupus), bush dogs (Speothos venaticus)",Cuniculus paca,Rodentia,Cuniculidae,Cuniculus,paca,8172.55,335.48,116.24,191,1.01,1.75,674.77,82.75,1535.315426,192
