Host,Endangered,Decreasing,DataDeficient,Citations,NVirion,NZoon,
geomys texensis,0,0,0,0,0,0,
geomys tropicalis,1,1,0,0,0,0,
georychus capensis,0,0,0,1.447158031,0,0,
geoxus annectens,0,1,0,0,0,0,
geoxus valdivianus,0,0,0,0.477121255,0,0,
gerbilliscus afra,0,0,0,0,0,0,
gerbilliscus boehmi,0,0,0,0,0,0,
gerbilliscus brantsii,0,0,0,0,0.30103,0.30103,
gerbilliscus gambiana,0,0,0,0.301029996,0,0,
gerbilliscus guineae,0,0,0,0.477121255,0,0,
gerbilliscus inclusus,0,0,0,0,0,0,
gerbilliscus kempi,0,0,0,0.477121255,0.84509804,0.4771213,
gerbilliscus leucogaster,0,0,0,0.477121255,0.60206,0.4771213,
gerbilliscus nigricaudus,0,0,0,0,0,0,
gerbilliscus phillipsi,0,0,0,0,0,0,
gerbilliscus robustus,0,0,0,0,0,0,
gerbilliscus validus,0,0,0,0,0.30103,0.30103,
gerbillurus paeba,0,0,0,0.84509804,0,0,
gerbillurus setzeri,0,0,0,0,0,0,
gerbillurus tytonis,0,0,0,0.477121255,0,0,
gerbillurus vallinus,0,0,0,0,0,0,
gerbillus acticola,0,0,1,0,0,0,
gerbillus agag,0,0,1,0,0,0,
gerbillus amoenus,0,0,0,0.301029996,0,0,
gerbillus andersoni,0,0,0,1.462397998,0,0,
gerbillus aquilus,0,0,0,0,0,0,
gerbillus bottai,0,0,1,0,0,0,
gerbillus brockmani,0,0,1,0,0,0,
gerbillus burtoni,0,0,1,0,0,0,
gerbillus campestris,0,0,0,1.041392685,0,0,
gerbillus cheesmani,0,0,0,1.113943352,0,0,
gerbillus cosensis,0,0,1,0,0,0,
gerbillus dasyurus,0,0,0,1.380211242,0.30103,0.30103,
gerbillus dunni,0,0,0,0,0,0,
gerbillus famulus,0,0,0,0,0,0,
gerbillus floweri,0,0,0,0.301029996,0,0,
gerbillus gerbillus,0,0,0,1.447158031,0.30103,0.30103,
gerbillus gleadowi,0,1,0,0,0,0,
gerbillus grobbeni,0,0,1,0,0,0,
gerbillus harwoodi,0,0,0,0,0,0,
gerbillus henleyi,0,0,0,0.477121255,0,0,
gerbillus hesperinus,1,1,0,0.301029996,0,0,
gerbillus hoogstraali,0,0,0,0,0,0,
gerbillus jamesi,0,0,1,0,0,0,
gerbillus juliani,0,0,0,0,0,0,
gerbillus latastei,0,0,1,0,0,0,
gerbillus lowei,0,0,1,0,0,0,
gerbillus mackilligini,0,0,0,0,0,0,
gerbillus maghrebi,0,0,0,0,0,0,
gerbillus mesopotamiae,0,1,0,0,0,0,
gerbillus muriculus,0,0,1,0,0,0,
gerbillus nancillus,0,0,1,0,0,0,
gerbillus nanus,0,0,0,1.230448921,0,0,
gerbillus nigeriae,0,0,0,0.77815125,0,0,
gerbillus occiduus,0,0,1,0.477121255,0,0,
gerbillus percivali,0,0,1,0,0,0,
gerbillus perpallidus,0,0,0,0.84509804,0,0,
gerbillus poecilops,0,0,0,0,0,0,
gerbillus principulus,0,0,1,0,0,0,
gerbillus pulvinatus,0,0,0,0,0,0,
gerbillus pusillus,0,0,0,0,0,0,
gerbillus pyramidum,0,0,0,1.69019608,0.30103,0.30103,
gerbillus rosalinda,0,0,0,0,0,0,
gerbillus rupicola,0,0,0,0,0,0,
gerbillus simoni,0,0,0,0.301029996,0,0,
gerbillus somalicus,0,0,1,0,0,0,
gerbillus stigmonyx,0,0,1,0,0,0,
gerbillus tarabuli,0,0,0,1.146128036,0,0,
gerbillus watersi,0,0,0,0,0,0,
giraffa camelopardalis,0,1,0,2.356025857,1.361728,0.30103,
glaucomys sabrinus,0,0,0,1.431363764,0,0,
glaucomys volans,0,0,0,1.491361694,0.4771213,0.4771213,
glauconycteris alboguttata,0,0,0,0,0,0,
glauconycteris argentata,0,0,0,0,0.30103,0.30103,
glauconycteris beatrix,0,0,0,0.477121255,0,0,
glauconycteris curryae,0,0,1,0.301029996,0,0,
glauconycteris egeria,0,0,1,0,0,0,
glauconycteris gleni,0,0,1,0,0,0,
glauconycteris humeralis,0,0,1,0,0,0,
glauconycteris kenyacola,0,0,1,0,0,0,
glauconycteris machadoi,0,0,1,0,0,0,
glauconycteris poensis,0,0,0,0.477121255,0,0,
glauconycteris superba,0,0,0,0.301029996,0,0,
glauconycteris variegata,0,0,0,0,0,0,
glironia venusta,0,0,0,0,0,0,
glirulus japonicus,0,0,0,0.602059991,0.30103,0.30103,
glis glis,0,0,0,2.053078443,0.69897,0.69897,
glischropus bucephalus,0,0,0,0,0,0,
glischropus javanus,0,0,1,0,0,0,
glischropus tylopus,0,0,0,0.301029996,0,0,
globicephala macrorhynchus,0,0,0,1.72427587,0.30103,0,
globicephala melas,0,0,0,2.089905111,0.60206,0.4771213,
glossophaga commissarisi,0,0,0,0.903089987,0.4771213,0.30103,
glossophaga leachii,0,0,0,0,0,0,
glossophaga longirostris,0,0,0,0.77815125,0.30103,0.30103,
glossophaga morenoi,0,0,0,0,0.30103,0.30103,
glossophaga soricina,0,0,0,2.041392685,1.079181,1.079181,
glyphonycteris behnii,0,0,1,0,0,0,
glyphonycteris daviesi,0,0,0,0,0,0,
glyphonycteris sylvestris,0,0,0,0.301029996,0,0,
glyphotes simus,0,0,1,0,0,0,
golunda ellioti,0,0,0,0.602059991,0.30103,0.30103,
gorilla beringei,1,1,0,2.305351369,1.1760913,1.146128,
gorilla gorilla,1,1,0,3.352568386,1.53148,1.4771213,
gracilimus radix,0,0,1,0,0,0,
gracilinanus aceramarcae,0,0,0,0.301029996,0,0,
gracilinanus agilis,0,0,0,1.414973348,0,0,
gracilinanus dryas,0,1,0,0,0,0,
gracilinanus emiliae,0,0,1,0.301029996,0,0,
gracilinanus marica,0,1,0,0.301029996,0,0,
gracilinanus microtarsus,0,0,0,1.079181246,0.30103,0.30103,
grammomys aridulus,0,0,1,0,0,0,
grammomys brevirostris,0,0,1,0,0,0,
grammomys buntingi,0,0,1,0,0,0,
grammomys caniceps,0,0,1,0,0,0,
grammomys cometes,0,0,0,0,0,0,
grammomys dolichurus,0,0,0,0.698970004,0,0,
grammomys dryas,0,1,0,0.301029996,0,0,
grammomys gigas,1,0,0,0,0,0,
grammomys ibeanus,0,0,0,0,0,0,
grammomys kuru,0,0,0,0,0,0,
grammomys macmillani,0,0,0,0.477121255,0,0,
grammomys minnae,0,1,0,0,0,0,
grammomys selousi,0,0,0,0,0,0,
grampus griseus,0,0,0,2.037426498,0.30103,0,
graomys chacoensis,0,0,1,0.301029996,0,0,
graomys domorum,0,0,0,0,0,0,
graomys edithae,0,0,1,0,0,0,
graomys griseoflavus,0,0,0,1.146128036,0.30103,0.30103,
graphiurus angolensis,0,0,1,0,0,0,
graphiurus christyi,0,0,0,0,0,0,
graphiurus crassicaudatus,0,0,1,0,0,0,
graphiurus johnstoni,0,0,1,0,0,0,
graphiurus kelleni,0,0,0,0.77815125,0.30103,0.30103,
graphiurus lorraineus,0,0,0,0.301029996,0.30103,0.30103,
graphiurus microtis,0,0,0,0.301029996,0.30103,0.30103,
graphiurus monardi,0,0,1,0,0,0,
graphiurus murinus,0,0,0,0.903089987,0.30103,0.30103,
graphiurus nagtglasii,0,0,0,0,0,0,
graphiurus ocularis,0,0,0,0.477121255,0.30103,0.30103,
graphiurus platyops,0,0,0,0.301029996,0.30103,0.30103,
graphiurus rupicola,0,0,0,0,0,0,
graphiurus surdus,0,0,1,0,0,0,
graphiurus walterverheyeni,0,0,1,0,0,0,
gulo gulo,0,1,0,1.880813592,0.4771213,0.30103,
gyldenstolpia fronto,1,0,0,0,0,0,
gymnobelideus leadbeateri,1,1,0,0.954242509,0,0,
gymnuromys roberti,0,0,0,0.301029996,0,0,
habromys chinanteco,1,1,0,0,0,0,
habromys delicatulus,1,1,0,0,0,0,
habromys ixtlani,1,1,0,0,0,0,
habromys lepturus,1,1,0,0,0,0,
habromys lophurus,0,1,0,0,0,0,
habromys schmidlyi,1,1,0,0.301029996,0,0,
habromys simulatus,1,1,0,0,0,0,
hadromys humei,1,1,0,0,0,0,
hadromys yunnanensis,0,0,1,0,0,0,
haeromys margarettae,0,0,1,0,0,0,
haeromys minahassae,0,1,0,0,0,0,
haeromys pusillus,0,1,0,0,0,0,
halichoerus grypus,0,0,0,2.57634135,0.95542425,0.60206,
halmaheramys bokimekot,0,0,1,0,0,0,
handleyomys alfaroi,0,0,0,0,0.30103,0.30103,
handleyomys chapmani,0,0,0,0,0,0,
handleyomys fuscatus,0,1,0,0,0.30103,0.30103,
handleyomys intectus,0,1,0,0,0,0,
handleyomys melanotis,0,0,0,0,0,0,
handleyomys rhabdops,1,1,0,0,0,0,
handleyomys rostratus,0,0,0,0,0,0,
handleyomys saturatior,0,1,0,0,0,0,
hapalemur alaotrensis,1,1,0,0,0,0,
hapalemur aureus,1,1,0,0.84509804,0.30103,0.30103,
hapalemur griseus,0,1,0,1.602059991,0,0,
hapalemur meridionalis,0,1,0,0.77815125,0,0,
hapalemur occidentalis,0,1,0,0.301029996,0,0,
hapalomys delacouri,0,1,0,0.602059991,0,0,
hapalomys longicaudatus,1,1,0,0,0,0,
haplonycteris fischeri,0,0,0,0.477121255,0,0,
harpiocephalus harpia,0,1,0,0.477121255,0,0,
harpiola grisea,0,0,1,0,0,0,
harpiola isodon,0,0,0,0,0,0,
harpyionycteris celebensis,0,1,0,0,0,0,
harpyionycteris whiteheadi,0,0,0,0,0,0,
heimyscus fumosus,0,0,0,0,0,0,
helarctos malayanus,0,1,0,1.602059991,0.30103,0.30103,
heliophobius argenteocinereus,0,0,0,1.342422681,0,0,
heliosciurus gambianus,0,0,0,0.77815125,0.30103,0.30103,
heliosciurus mutabilis,0,0,0,0,0,0,
heliosciurus punctatus,0,0,1,0,0,0,
heliosciurus rufobrachium,0,0,0,0.602059991,0.30103,0.30103,
heliosciurus ruwenzorii,0,0,0,0,0.30103,0.30103,
heliosciurus undulatus,0,0,1,0,0.30103,0.30103,
helogale hirtula,0,0,0,0,0,0,
helogale parvula,0,0,0,1.322219295,0,0,
hemibelideus lemuroides,0,0,0,0.301029996,0,0,
hemicentetes nigriceps,0,0,0,0,0,0,
hemicentetes semispinosus,0,0,0,0.903089987,0,0,
hemiechinus auritus,0,0,0,1.62324929,0.30103,0.30103,
hemiechinus collaris,0,0,0,0,0,0,
hemigalus derbyanus,0,1,0,0.301029996,0,0,
hemitragus jemlahicus,0,1,0,1.146128036,0.60206,0.4771213,
herpailurus yagouaroundi,0,1,0,1.230448921,0,0,
herpestes auropunctatus,0,0,0,1.812913357,0,0,
herpestes brachyurus,0,1,0,0,0,0,
herpestes edwardsii,0,0,0,1.113943352,0,0,
herpestes flavescens,0,0,0,0,0,0,
herpestes fuscus,0,0,0,0,0,0,
herpestes ichneumon,0,0,0,1.612783857,0.7781513,0.30103,
herpestes javanicus,0,0,0,1.301029996,0,0,
herpestes naso,0,1,0,0.477121255,0,0,
herpestes ochraceus,0,0,0,0,0,0,
herpestes pulverulentus,0,0,0,0,0,0,
herpestes sanguineus,0,0,0,0.602059991,0,0,
herpestes semitorquatus,0,1,0,0,0,0,
herpestes smithii,0,0,0,0,0,0,
herpestes urva,0,1,0,0.602059991,0.30103,0,
herpestes vitticollis,0,0,0,0,0,0,
hesperoptenus blanfordi,0,0,0,0.301029996,0,0,
hesperoptenus doriae,0,0,1,0,0,0,
hesperoptenus gaskelli,0,0,1,0,0,0,
hesperoptenus tickelli,0,0,0,0,0,0,
hesperoptenus tomesi,0,1,0,0,0,0,
heterocephalus glaber,0,0,0,2.424881637,0,0,
heterogeomys cherriei,0,0,0,0,0,0,
heterogeomys dariensis,0,0,0,0,0,0,
heterogeomys lanius,1,1,0,0,0,0,
heterohyrax brucei,0,0,0,1.146128036,0,0,
heteromys adspersus,0,0,0,0,0.30103,0.30103,
heteromys anomalus,0,0,0,0.84509804,0.7781513,0.7781513,
heteromys australis,0,0,0,0.301029996,0,0,
heteromys catopterius,0,0,0,0,0,0,
heteromys desmarestianus,0,0,0,1,0,0,
heteromys gaumeri,0,0,0,1,0,0,
heteromys irroratus,0,0,0,0.301029996,0,0,
heteromys nelsoni,1,1,0,0,0,0,
heteromys oasicus,1,1,0,0,0,0,
heteromys oresterus,0,0,0,0,0,0,
heteromys pictus,0,1,0,0.477121255,0,0,
heteromys salvini,0,1,0,0.301029996,0.30103,0.30103,
heteromys spectabilis,1,1,0,0,0,0,
heteromys teleus,0,1,0,0,0,0,
heteropsomys insulans,1,,0,0,0,0,
hexolobodon phenax,1,,0,0,0,0,
hippocamelus antisensis,0,1,0,0.602059991,0,0,
hippocamelus bisulcus,1,1,0,1.322219295,0,0,
hippopotamus amphibius,0,0,0,1.959041392,0.69897,0,
hippopotamus lemerlei,1,,0,0,0,0,
hippopotamus madagascariensis,1,,0,0,0,0,
hipposideros abae,0,0,0,0.301029996,0.60206,0.4771213,
hipposideros alongensis,0,1,0,0,0,0,
hipposideros armiger,0,0,0,1.653212514,1.079181,0.7781513,
hipposideros ater,0,0,0,0.301029996,0,0,
hipposideros atrox,0,0,0,0,0,0,
hipposideros beatus,0,1,0,0.301029996,0,0,
hipposideros bicolor,0,0,0,0.84509804,0.30103,0.30103,
hipposideros boeadii,0,0,1,0,0,0,
hipposideros breviceps,0,0,1,0,0,0,
hipposideros caffer,0,1,0,0.954242509,0.69897,0.69897,
hipposideros calcaratus,0,0,0,0,0,0,
hipposideros camerunensis,0,0,1,0,0,0,
hipposideros cervinus,0,0,0,0.477121255,0,0,
hipposideros cineraceus,0,0,0,0.301029996,0.30103,0.30103,
hipposideros coronatus,0,0,1,0,0,0,
hipposideros corynophyllus,0,0,0,0,0,0,
hipposideros coxi,1,1,0,0,0,0,
hipposideros crumeniferus,0,0,1,0,0,0,
hipposideros curtus,1,1,0,0,0,0,
hipposideros cyclops,0,1,0,0.77815125,0,0,
hipposideros demissus,1,0,0,0,0,0,
hipposideros diadema,0,0,0,1,0,0,
hipposideros dinops,0,1,1,0,0,0,
hipposideros doriae,0,1,0,0,0,0,
hipposideros durgadasi,0,1,0,0.301029996,0,0,
hipposideros dyacorum,0,0,0,0,0,0,
hipposideros edwardshilli,0,0,0,0,0,0,
hipposideros einnaythu,0,0,1,0,0,0,
hipposideros fuliginosus,0,1,0,0.301029996,0,0,
hipposideros fulvus,0,0,0,0.903089987,0,0,
hipposideros galeritus,0,0,0,0.477121255,0,0,
hipposideros gentilis,0,0,0,0,0,0,
hipposideros grandis,0,0,0,0,0,0,
hipposideros griffini,0,1,0,0,0,0,
hipposideros halophyllus,0,1,0,0,0,0,
hipposideros hypophyllus,1,1,0,0,0,0,
hipposideros inexpectatus,0,0,1,0,0,0,
hipposideros inornatus,0,1,0,0,0,0,
hipposideros jonesi,0,1,0,0,0.30103,0,
hipposideros khaokhouayensis,0,1,0,0,0,0,
hipposideros khasiana,0,0,1,0,0,0,
hipposideros lamottei,1,1,0,0,0,0,
hipposideros lankadiva,0,0,0,0.602059991,0.30103,0.30103,
hipposideros larvatus,0,0,0,1.255272505,0.90309,0.69897,
hipposideros lekaguli,0,1,0,0.301029996,0.30103,0,
hipposideros lylei,0,1,0,0,0,0,
hipposideros macrobullatus,0,0,1,0,0,0,
hipposideros madurae,0,0,0,0,0,0,
hipposideros maggietaylorae,0,0,0,0,0,0,
hipposideros marisae,0,1,0,0,0,0,
hipposideros megalotis,0,0,0,0,0,0,
hipposideros muscinus,0,0,0,0,0,0,
hipposideros nequam,0,0,1,0,0,0,
hipposideros nicobarulae,1,1,0,0,0,0,
hipposideros obscurus,0,0,0,0,0,0,
hipposideros orbiculus,0,1,0,0,0,0,
hipposideros papua,0,0,0,0,0,0,
hipposideros pelingensis,0,1,0,0,0,0,
hipposideros pendleburyi,0,1,0,0,0,0,
hipposideros pomona,1,1,0,1.146128036,1.079181,0.95542425,
hipposideros pratti,0,0,0,1.278753601,0.60206,0.30103,
hipposideros pygmaeus,0,0,0,0.301029996,0,0,
hipposideros ridleyi,0,1,0,0,0,0,
hipposideros rotalis,0,0,0,0,0,0,
hipposideros ruber,0,0,0,0.602059991,0.60206,0.4771213,
hipposideros scutinares,0,1,0,0,0,0,
hipposideros semoni,0,0,0,0,0,0,
hipposideros sorenseni,0,0,0,0,0,0,
hipposideros speoris,0,0,0,1.041392685,0.4771213,0.4771213,
hipposideros stenotis,0,0,0,0,0,0,
hipposideros sumbae,0,1,0,0,0,0,
hipposideros tephrus,0,0,0,0,0,0,
hipposideros turpis,1,1,0,0.301029996,0,0,
hipposideros wollastoni,0,0,0,0,0,0,
hippotragus equinus,0,1,0,1.51851394,0.30103,0.4771213,
hippotragus leucophaeus,1,,0,0.477121255,0,0,
hippotragus niger,0,0,0,1.643452676,1.1760913,0.95542425,
histiotus alienus,0,0,1,0,0,0,
histiotus humboldti,0,0,1,0,0,0,
histiotus laephotis,0,1,0,0,0,0,
histiotus macrotus,0,0,0,0.301029996,0.30103,0.30103,
histiotus magellanicus,0,0,0,0,0,0,
histiotus montanus,0,0,0,0.77815125,0.30103,0.30103,
histiotus velatus,0,0,1,0.77815125,0.30103,0.30103,
histriophoca fasciata,0,0,0,1.079181246,0.60206,0,
hodomys alleni,0,0,0,0,0,0,
holochilus brasiliensis,0,0,0,1.397940009,0,0,
holochilus chacarius,0,1,0,0.84509804,0,0,
holochilus sciureus,0,0,0,0.698970004,0,0,
hoolock hoolock,1,1,0,1.146128036,0.30103,0.30103,
hoolock leuconedys,0,1,0,1.079181246,0,0,
hoolock tianxing,1,1,0,0.602059991,0,0,
hoplomys gymnurus,0,0,0,0,0.30103,0.30103,
huetia leucorhina,0,0,1,0,0,0,
hyaena hyaena,0,1,0,1.531478917,0.30103,0,
hybomys badius,1,1,0,0,0,0,
hybomys basilii,1,0,0,0,0,0,
hybomys eisentrauti,1,0,0,0,0,0,
hybomys lunaris,0,0,0,0.301029996,0.30103,0.30103,
hybomys planifrons,0,0,0,0,0,0,
hybomys trivirgatus,0,0,0,0.477121255,0,0,
hybomys univittatus,0,0,0,0.602059991,0.30103,0.30103,
hydrictis maculicollis,0,1,0,0.477121255,0,0,
hydrochoerus hydrochaeris,0,0,0,2.130333768,0.60206,0.60206,
hydrochoerus isthmius,0,0,1,0,0,0,
hydrodamalis gigas,1,,0,1.041392685,0,0,
hydromys chrysogaster,0,0,0,1.322219295,0.60206,0.60206,
hydromys hussoni,0,0,1,0,0,0,
hydromys neobritannicus,0,0,1,0,0,0,
hydromys ziegleri,0,0,1,0,0,0,
hydropotes inermis,0,1,0,1.812913357,0.7781513,0.69897,
hydrurga leptonyx,0,0,0,1.414973348,0.30103,0,
hyemoschus aquaticus,0,1,0,0.698970004,0,0,
hyladelphys kalinowskii,0,0,0,0,0,0,
hylaeamys acritus,0,0,1,0,0,0,
hylaeamys laticeps,0,1,0,0.477121255,0.84509804,0.84509804,
hylaeamys megacephalus,0,0,0,1.176091259,1.079181,1.041393,
hylaeamys oniscus,0,1,0,0,0,0,
hylaeamys perenensis,0,0,0,0.477121255,0,0,
hylaeamys tatei,0,0,1,0,0,0,
hylaeamys yunganus,0,0,0,0,0,0,
hylobates abbotti,1,1,0,0,0,0,
hylobates agilis,1,1,0,1.51851394,0.30103,0.30103,
hylobates albibarbis,1,1,0,0.954242509,0.30103,0.30103,
hylobates funereus,1,1,0,0,0,0,
hylobates klossii,1,1,0,1.041392685,0,0,
hylobates lar,1,1,0,2.264817823,0.90309,0.90309,
hylobates moloch,1,1,0,1.322219295,0.30103,0.30103,
hylobates muelleri,1,1,0,1.079181246,0.30103,0.30103,
hylobates pileatus,1,1,0,1.380211242,0.60206,0.60206,
hylochoerus meinertzhageni,0,1,0,0.77815125,0.30103,0,
hylomys megalotis,0,0,1,0,0,0,
hylomys parvus,0,1,0,0.301029996,0,0,
hylomys suillus,0,0,0,0.77815125,0,0,
hylomyscus aeta,0,0,0,0,0,0,
hylomyscus alleni,0,0,0,0.301029996,0.30103,0.30103,
hylomyscus anselli,0,0,0,0.301029996,0,0,
hylomyscus arcimontensis,0,0,0,0,0,0,
hylomyscus baeri,1,1,0,0,0,0,
hylomyscus carillus,0,0,0,0,0,0,
hylomyscus denniae,0,0,0,0.301029996,0,0,
hylomyscus endorobae,0,0,0,0.301029996,0.30103,0.30103,
hylomyscus grandis,1,1,0,0,0,0,
hylomyscus heinrichorum,0,0,1,0,0,0,
hylomyscus kerbispeterhansi,0,0,0,0,0,0,
hylomyscus pamfi,0,0,1,0.477121255,0.30103,0.30103,
hylomyscus parvus,0,0,0,0,0,0,
hylomyscus stella,0,0,0,0.602059991,0,0,
hylomyscus vulcanorum,0,0,0,0,0,0,
hylomyscus walterverheyeni,0,0,0,0,0,0,
hylonycteris underwoodi,0,0,0,0.698970004,0,0,
hylopetes alboniger,0,1,0,0.602059991,0,0,
hylopetes bartelsi,0,0,1,0,0,0,
hylopetes nigripes,0,1,0,0,0,0,
hylopetes phayrei,0,0,0,0,0,0,
hylopetes platyurus,0,0,1,0,0,0,
hylopetes sagitta,0,0,1,0,0,0,
hylopetes sipora,1,1,0,0,0,0,
hylopetes spadiceus,0,0,0,0.301029996,0,0,
hylopetes winstoni,0,0,1,0,0,0,
hyomys dammermani,0,0,1,0,0,0,
hyomys goliath,0,0,0,0.301029996,0,0,
hyorhinomys stuempkei,0,0,1,0,0,0,
hyosciurus heinrichi,0,0,0,0,0,0,
hyosciurus ileile,0,1,0,0,0,0,
hyperacrius fertilis,0,0,0,0.301029996,0,0,
hyperacrius wynnei,0,0,0,0,0,0,
hyperoodon ampullatus,0,0,0,1.278753601,0,0,
hyperoodon planifrons,0,0,0,0.477121255,0,0,
hypogeomys antimena,1,0,0,0.84509804,0,0,
hypsignathus monstrosus,0,0,0,1.255272505,0.84509804,0.84509804,
hypsiprymnodon moschatus,0,0,0,0.698970004,0,0,
hypsugo affinis,0,0,0,0,0,0,
hypsugo alaschanicus,0,0,0,0.698970004,0,0,
hypsugo anthonyi,0,0,1,0,0,0,
hypsugo arabicus,0,0,1,0,0,0,
hypsugo ariel,0,0,1,0,0,0,
hypsugo bemainty,0,0,0,0,0,0,
hypsugo cadornae,0,0,0,0,0,0,
hypsugo dolichodon,0,0,1,0.301029996,0,0,
hypsugo eisentrauti,0,0,1,0.301029996,0,0,
hypsugo joffrei,0,0,1,0,0,0,
hypsugo kitcheneri,0,0,1,0,0,0,
hypsugo lanzai,1,1,0,0,0,0,
hypsugo lophurus,0,0,1,0,0,0,
hypsugo macrotis,0,0,1,0.301029996,0,0,
hypsugo musciculus,0,0,1,0,0,0,
hypsugo pulveratus,0,0,0,0.301029996,0.30103,0.30103,
hypsugo savii,0,0,0,1.146128036,0.4771213,0.4771213,
hypsugo vordermanni,0,0,1,0,0,0,
hystrix africaeaustralis,0,0,0,1.230448921,0.30103,0.30103,
hystrix brachyura,0,1,0,1.079181246,0.60206,0.30103,
hystrix crassispinis,0,0,0,0,0,0,
hystrix cristata,0,0,0,1.612783857,0.30103,0.30103,
hystrix indica,0,0,0,1.301029996,0.30103,0.30103,
hystrix javanica,0,0,0,0.903089987,0,0,
hystrix pumila,0,1,0,0,0,0,
hystrix sumatrae,0,0,0,0,0,0,
ia io,0,1,0,1.079181246,0.60206,0.30103,
ichneumia albicauda,0,0,0,0.84509804,0.60206,0.4771213,
ichthyomys hydrobates,0,1,0,0,0,0,
ichthyomys pittieri,0,1,0,0,0,0,
ichthyomys stolzmanni,0,0,1,0,0,0,
ichthyomys tweedii,0,0,1,0,0,0,
ictidomys mexicanus,0,0,0,0,0,0,
ictidomys tridecemlineatus,0,0,0,2.161368002,0.69897,0.69897,
ictonyx libycus,0,0,0,0,0,0,
ictonyx striatus,0,0,0,1,0,0,
idionycteris phyllotis,0,0,0,0,0,0,
idiurus macrotis,0,0,0,0.477121255,0,0,
idiurus zenkeri,0,0,0,0,0,0,
indopacetus pacificus,0,0,0,0.602059991,0.30103,0,
indri indri,1,1,0,1.51851394,0,0,
inia geoffrensis,1,1,0,1.698970004,0,0,
iomys horsfieldii,0,0,0,0,0,0,
iomys sipora,1,1,0,0,0,0,
irenomys tarsalis,0,0,0,0.301029996,0,0,
isolobodon montanus,1,,0,0,0,0,
isolobodon portoricensis,1,,0,0,0,0,
isoodon auratus,0,1,0,0.477121255,0,0,
isoodon macrourus,0,0,0,1.851258349,0.4771213,0.30103,
isoodon obesulus,0,1,0,1.556302501,0.30103,0.30103,
isothrix barbarabrownae,0,0,1,0,0,0,
isothrix bistriata,0,0,0,0.301029996,0,0,
isothrix negrensis,0,0,0,0.301029996,0,0,
isothrix orinoci,0,0,1,0,0,0,
isothrix pagurus,0,0,0,0,0,0,
isothrix sinnamariensis,0,0,0,0,0,0,
isthmomys flavidus,0,0,0,0,0,0,
isthmomys pirrensis,0,0,0,0,0,0,
jaculus blanfordi,0,1,0,0.477121255,0,0,
jaculus jaculus,0,0,0,1.447158031,0.4771213,0.4771213,
jaculus orientalis,0,0,0,1.785329835,0,0,
jaculus thaleri,0,0,1,0,0,0,
juliomys pictipes,0,0,0,0,0,0,
juliomys rimofrons,0,0,0,0,0,0,
juscelinomys candango,1,,0,0,0,0,
juscelinomys huanchacae,0,0,1,0,0,0,
kadarsanomys sodyi,1,0,0,0,0,0,
kannabateomys amblyonyx,0,0,0,0.477121255,0,0,
kerivoula africana,1,1,0,0,0,0,
kerivoula agnella,1,1,0,0,0,0,
kerivoula argentata,0,0,0,0,0,0,
kerivoula cuprosa,0,0,1,0,0,0,
kerivoula eriophora,0,0,1,0,0,0,
kerivoula flora,0,1,0,0,0,0,
kerivoula hardwickii,0,0,0,0.903089987,0,0,
kerivoula intermedia,0,1,0,0,0,0,
kerivoula kachinensis,0,0,0,0,0,0,
kerivoula krauensis,0,1,0,0,0,0,
kerivoula lanosa,0,0,0,0,0,0,
kerivoula lenis,0,0,0,0,0,0,
kerivoula minuta,0,1,0,0,0,0,
kerivoula muscina,0,0,0,0,0,0,
kerivoula myrella,0,1,0,0,0,0,
kerivoula papillosa,0,0,0,0,0,0,
kerivoula pellucida,0,1,0,0.301029996,0,0,
kerivoula phalaena,0,0,0,0,0,0,
kerivoula picta,0,1,0,0,0,0,
kerivoula smithii,0,0,0,0,0,0,
kerivoula titania,0,0,0,0,0,0,
kerivoula whiteheadi,0,0,0,0,0,0,
kerodon acrobata,0,0,1,0.301029996,0,0,
kerodon rupestris,0,0,0,1.477121255,0,0,
kobus ellipsiprymnus,0,1,0,1.544068044,1.20412,0.7781513,
kobus kob,0,1,0,1.041392685,0.69897,0.30103,
kobus leche,0,1,0,1.602059991,0.84509804,0.30103,
kobus megaceros,1,1,0,0.903089987,0.4771213,0,
kobus vardonii,0,1,0,0.477121255,0,0,
kogia breviceps,0,0,0,1.880813592,0.30103,0,
kogia sima,0,0,0,1.361727836,0,0,
komodomys rintjanus,0,0,0,0,0,0,
kunsia tomentosus,0,1,0,0.477121255,0,0,
laephotis angolensis,0,0,1,0,0,0,
laephotis botswanae,0,0,0,0,0,0,
laephotis namibensis,0,0,0,0,0,0,
laephotis wintoni,0,0,0,0.301029996,0,0,
lagenodelphis hosei,0,0,0,1.361727836,0.30103,0,
lagenorhynchus acutus,0,0,0,1.662757832,0.4771213,0,
lagenorhynchus albirostris,0,0,0,1.477121255,0.30103,0,
lagenorhynchus australis,0,0,0,0.84509804,0,0,
lagenorhynchus cruciger,0,0,0,0.477121255,0,0,
lagenorhynchus obliquidens,0,0,0,1.672097858,0.30103,0,
lagenorhynchus obscurus,0,0,0,1.278753601,0.30103,0,
lagidium ahuacaense,0,0,1,0,0,0,
lagidium viscacia,0,0,0,0.84509804,0,0,
lagidium wolffsohni,0,0,1,0,0,0,
lagorchestes asomatus,1,,0,0,0,0,
lagorchestes conspicillatus,0,1,0,1.176091259,0.30103,0,
